TICKET;NEGOZIO;DATA;FORMATO;ARTICOLO;PESO;IMPORTO
634;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 19:15;T;"INSALATA CAPRICCIOSA ""GIALLO UOVO"" VALLEBELBO";0.190;2.070
635;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 19:24;T;BRESAOLA PUNTA D'ANCA  IGP;0.060;2.090
636;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);02/10/2024 19:29;T;"MORTADELLA  SENZA PISTACCHIO FIOR D'EMILIA "" FELSINEO """;0.212;2.100
645;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);03/10/2024 07:52;E;CROISSANT HARMONIE RIPIENO ALLA CREMA;1.000;0.850
689;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);03/10/2024 08:40;T;"RICOTTA VALLELATA ""GALBANI""";0.238;1.640
690;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);03/10/2024 09:05;T;PROSCIUTTO CRUDO SAN DANIELE DOP;0.110;2.850
692;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);03/10/2024 09:20;T;PROSC.COTTO A.QUALITA' RICCAFETTA RASPINI CINQUE STELLE;0.102;1.830
692;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);03/10/2024 09:20;T;BRESAOLA PUNTA D'ANCA  IGP;0.100;3.490
698;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);03/10/2024 09:38;T;"PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI";0.112;1.560
698;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);03/10/2024 09:38;T;PROSCIUTTO CRUDO SAN DANIELE DOP;0.148;3.830
702;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);03/10/2024 09:41;T;PROSCIUTTO CRUDO SAN DANIELE DOP;0.152;3.940
707;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);03/10/2024 09:56;T;MANZO AFFUMICATO;0.156;2.950
708;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);03/10/2024 09:57;T;"CERTOSA ""GALBANI""";0.262;2.860
715;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);03/10/2024 10:03;T;"PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI";0.154;2.140
722;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);03/10/2024 10:25;T;SPECK ALTO ADIGE GRAN RESA SENFTER;0.124;2.340
726;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);03/10/2024 10:30;T;"MORTADELLA BOLOGNA IGP CON PISTACCHIO ""PALMIERI """;0.110;1.310
734;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);03/10/2024 10:46;T;GIRELLO BOVINO COTTO PER VITELLO TONNATO;0.056;1.620
735;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);03/10/2024 10:47;T;SALSA TONNATA;0.050;0.650
736;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);03/10/2024 10:48;T;"MORTADELLA BOLOGNA IGP CON PISTACCHIO ""PALMIERI """;0.060;0.710
737;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);03/10/2024 10:52;T;PROSCIUTTO CRUDO SAN DANIELE DOP;0.226;5.850
738;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);03/10/2024 10:53;T;"PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI";0.110;1.530
739;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);03/10/2024 10:55;T;SALAME MILANO;0.100;1.390
743;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);03/10/2024 11:07;T;PROSC.COTTO A.QUALITA' GRAN BISCOTTO ROVAGNATI;0.100;3.090
744;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);03/10/2024 11:08;T;"TOMINO (PAGLINA) FRESCO ""LONGO""";0.228;2.490
747;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);03/10/2024 11:26;T;VOL AU VENT CON FONDUTA;0.138;2.880
748;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);03/10/2024 11:26;T;INSALATA RUSSA NORMALE VOGLIAZZI;0.178;1.580
749;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);03/10/2024 11:28;T;MANZO AFFUMICATO;0.258;4.880
750;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);03/10/2024 11:30;T;PROSCIUTTO CRUDO SAN DANIELE DOP;0.122;3.160
753;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);03/10/2024 11:39;T;"MORTADELLA  SENZA PISTACCHIO FIOR D'EMILIA "" FELSINEO """;0.188;1.860
754;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);03/10/2024 11:39;T;"MORTADELLA  SENZA PISTACCHIO FIOR D'EMILIA "" FELSINEO """;0.222;2.200
756;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);03/10/2024 11:42;T;"PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI";0.142;1.970
757;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);03/10/2024 11:44;T;PROSCIUTTO CRUDO SAN DANIELE DOP;0.110;2.850
758;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);03/10/2024 11:45;T;PROSCIUTTO CRUDO SAN DANIELE DOP;0.112;2.900
762;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);03/10/2024 11:54;T;"PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI";0.256;3.560
763;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);03/10/2024 11:59;T;MANZO AFFUMICATO;0.102;1.930
765;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);03/10/2024 12:10;T;FESA DI TACCHINO ARROSTO;0.268;3.990
767;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);03/10/2024 12:14;T;PROSCIUTTO CRUDO SAN DANIELE DOP;0.050;1.300
772;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);03/10/2024 12:24;T;SALAME MILANO;0.214;2.970
773;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);03/10/2024 12:27;T;PANCETTA ARROTOLATA NAZIONALE;0.154;1.990
775;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);03/10/2024 12:33;T;"MORTADELLA BOLOGNA IGP CON PISTACCHIO ""PALMIERI """;0.108;1.290
776;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);03/10/2024 12:36;T;"MORTADELLA BOLOGNA IGP CON PISTACCHIO ""PALMIERI """;0.098;1.170
776;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);03/10/2024 12:36;T;PROSCIUTTO CRUDO SAN DANIELE DOP;0.098;2.540
778;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);03/10/2024 12:42;T;PROSCIUTTO CRUDO SAN DANIELE DOP;0.182;4.710
779;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);03/10/2024 12:43;T;"PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI";0.116;1.610
780;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);03/10/2024 12:44;T;"RICOTTA DI PECORA ""CASEIF.MAREMMA""";0.250;2.230
782;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);03/10/2024 12:47;T;"RICOTTA VALLELATA ""GALBANI""";0.512;3.530
783;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);03/10/2024 12:49;T;PROSC.COTTO A.QUALITA' RICCAFETTA RASPINI CINQUE STELLE;0.214;3.830
784;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);03/10/2024 12:50;T;"PRIMO SALE BIANCO ""LONGO""";0.466;5.080
785;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);03/10/2024 12:51;T;PROSCIUTTO CRUDO SAN DANIELE DOP;0.150;3.890
786;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);03/10/2024 12:52;T;"PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI";0.120;1.670
788;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);03/10/2024 12:53;T;"INSALATA CAPRICCIOSA ""GIALLO UOVO"" VALLEBELBO";0.296;3.230
794;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);03/10/2024 12:57;T;PROSCIUTTO CRUDO SAN DANIELE DOP;0.102;2.640
797;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);03/10/2024 13:03;T;POMODORI SECCHI CONDITI IN OLIO;0.118;1.640
798;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);03/10/2024 13:05;T;"INSALATA CAPRICCIOSA ""GIALLO UOVO"" VALLEBELBO";0.166;1.810
799;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);03/10/2024 13:05;T;STRACCHINO NONNO NANNI;0.260;4.650
801;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);03/10/2024 13:09;T;SALAME MILANO;0.124;1.720
801;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);03/10/2024 13:09;T;"FORMAGGIO ""EDAMER""";0.072;0.640
802;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);03/10/2024 13:12;T;"FORMAGGIO ""EDAMER""";0.070;0.620
802;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);03/10/2024 13:12;T;"PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI";0.104;1.450
803;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);03/10/2024 13:13;T;"PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI";0.102;1.420
803;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);03/10/2024 13:13;T;SALAME MILANO;0.032;0.440
804;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);03/10/2024 13:15;T;PROSCIUTTO CRUDO SAN DANIELE DOP;0.122;3.160
806;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);03/10/2024 13:18;T;"PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI";0.050;0.700
806;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);03/10/2024 13:18;T;"FORMAGGIO ""EDAMER""";0.030;0.270
808;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);03/10/2024 13:20;T;"PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI";0.200;2.780
809;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);03/10/2024 13:22;T;"MORTADELLA BOLOGNA IGP CON PISTACCHIO ""PALMIERI """;0.164;1.950
810;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);03/10/2024 13:22;T;"RICOTTA IN FUSCELLE ""CASEIF.PUGLIESE""";0.394;3.900
811;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);03/10/2024 13:24;T;PROSCIUTTO CRUDO SAN DANIELE DOP;0.118;3.060
812;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);03/10/2024 13:27;T;"MORTADELLA BOLOGNA IGP CON PISTACCHIO ""PALMIERI """;0.182;2.170
813;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);03/10/2024 13:29;T;"MORTADELLA  SENZA PISTACCHIO FIOR D'EMILIA "" FELSINEO """;0.054;0.530
817;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);03/10/2024 13:32;T;PROSC.COTTO A.QUALITA' GRAN BISCOTTO ROVAGNATI;0.098;3.030
819;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);03/10/2024 13:34;T;"PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI";0.214;2.970
820;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);03/10/2024 13:42;T;"PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI";0.248;3.450
827;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);03/10/2024 14:11;T;PROSCIUTTO CRUDO SAN DANIELE DOP;0.112;2.900
828;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);03/10/2024 14:11;T;CAPRINO PURA CAPRA;0.156;3.100
830;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);03/10/2024 14:14;T;PROSC.COTTO A.QUALITA' GRAN BISCOTTO ROVAGNATI;0.156;4.820
830;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);03/10/2024 14:14;T;FESA DI TACCHINO ARROSTO;0.098;1.460
834;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);03/10/2024 14:34;T;PROSC.COTTO A.QUALITA' RICCAFETTA RASPINI CINQUE STELLE;0.156;2.790
836;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);03/10/2024 14:43;T;"SALAME "" IL GOLFETTA""";0.128;3.440
836;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);03/10/2024 14:43;T;CARPACCIO NAZIOANALE DI BRESAOLA;0.110;3.180
837;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);03/10/2024 15:05;T;PROSCIUTTO CRUDO SAN DANIELE DOP;0.152;3.940
837;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);03/10/2024 15:05;T;MANZO AFFUMICATO;0.146;2.760
841;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);03/10/2024 15:33;T;PROSC.COTTO A.QUALITA' GRAN BISCOTTO ROVAGNATI;0.202;6.240
844;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);03/10/2024 16:10;T;"CERTOSA ""GALBANI""";0.266;2.900
846;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);03/10/2024 16:24;T;"PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI";0.110;1.530
846;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);03/10/2024 16:24;T;FESA DI TACCHINO ARROSTO;0.112;1.670
847;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);03/10/2024 16:24;T;"CERTOSA ""GALBANI""";0.286;3.120
852;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);03/10/2024 16:41;T;SALAME MILANO;0.106;1.470
852;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);03/10/2024 16:41;T;PANCETTA ARROTOLATA NAZIONALE;0.086;1.110
853;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);03/10/2024 16:45;T;"PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI";0.146;2.030
853;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);03/10/2024 16:45;T;PROSCIUTTO CRUDO SAN DANIELE DOP;0.154;3.990
853;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);03/10/2024 16:45;T;SALAME MILANO;0.160;2.220
854;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);03/10/2024 16:46;T;INSALATA RUSSA NORMALE VOGLIAZZI;0.144;1.280
857;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);03/10/2024 16:50;T;PROSCIUTTO CRUDO SAN DANIELE DOP;0.210;5.440
859;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);03/10/2024 17:17;T;FRITTATE;0.226;2.240
863;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);03/10/2024 17:28;T;"PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI";0.112;1.560
864;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);03/10/2024 17:30;T;"PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI";0.212;2.950
865;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);03/10/2024 17:31;T;"RICOTTA VALLELATA ""GALBANI""";0.508;3.510
866;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);03/10/2024 17:34;T;PROSC.COTTO A.QUALITA' GRAN BISCOTTO ROVAGNATI;0.204;6.300
868;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);03/10/2024 17:38;T;PORCHETTA ARROSTO;0.110;1.640
870;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);03/10/2024 17:44;T;PROSC.COTTO A.QUALITA' GRAN BISCOTTO ROVAGNATI;0.208;6.430
872;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);03/10/2024 17:48;T;PROSC.COTTO A.QUALITA' RICCAFETTA RASPINI CINQUE STELLE;0.154;2.760
876;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);03/10/2024 18:01;T;PROSC.COTTO A.QUALITA' GRAN BISCOTTO ROVAGNATI;0.198;6.120
876;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);03/10/2024 18:01;T;MANZO AFFUMICATO;0.202;3.820
877;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);03/10/2024 18:12;T;FESA DI TACCHINO ARROSTO;0.104;1.550
877;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);03/10/2024 18:12;T;ROAST BEEF A FETTE;0.100;2.890
878;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);03/10/2024 18:13;T;"PRIMO SALE CON RUCOLA "" LONGO """;0.174;2.070
881;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);03/10/2024 18:19;T;"MORTADELLA BOLOGNA IGP CON PISTACCHIO ""PALMIERI """;0.146;1.740
881;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);03/10/2024 18:19;T;PROSC.COTTO A.QUALITA' GRAN BISCOTTO ROVAGNATI;0.154;4.760
882;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);03/10/2024 18:30;T;SALAME MILANO;0.104;1.450
883;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);03/10/2024 18:33;T;MANZO AFFUMICATO;0.104;1.970
883;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);03/10/2024 18:33;T;ROAST BEEF A FETTE;0.070;2.020
885;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);03/10/2024 18:34;T;"PRIMO SALE BIANCO ""LONGO""";0.184;2.010
886;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);03/10/2024 18:37;T;"MORTADELLA BOLOGNA IGP CON PISTACCHIO ""PALMIERI """;0.152;1.810
886;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);03/10/2024 18:37;T;PROSC.COTTO A.QUALITA' GRAN BISCOTTO ROVAGNATI;0.166;5.130
888;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);03/10/2024 18:42;T;SPECK ALTO ADIGE GRAN RESA SENFTER;0.126;2.380
888;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);03/10/2024 18:42;T;"FORMAGGIO ""EDAMER""";0.132;1.170
889;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);03/10/2024 18:44;T;"MORTADELLA  SENZA PISTACCHIO FIOR D'EMILIA "" FELSINEO """;0.086;0.850
891;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);03/10/2024 18:46;T;PROSCIUTTO CRUDO SAN DANIELE DOP;0.218;5.650
892;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);03/10/2024 18:49;T;"PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI";0.196;2.720
893;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);03/10/2024 18:50;T;ACCIUGHE PICCANTI-ROSSE VASO;0.068;2.710
894;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);03/10/2024 18:52;T;PROSC.COTTO A.QUALITA' GRAN BISCOTTO ROVAGNATI;0.208;6.430
896;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);03/10/2024 18:57;T;PORCHETTA ARROSTO;0.108;1.610
896;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);03/10/2024 18:57;T;FESA DI TACCHINO ARROSTO;0.110;1.640
898;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);03/10/2024 19:02;T;"PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI";0.350;4.870
899;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);03/10/2024 19:17;T;PROSC.COTTO A.QUALITA' GRAN BISCOTTO ROVAGNATI;0.152;4.700
900;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);03/10/2024 19:18;T;"INSALATA RUSSA CON TONNO ""GIALLO UOVO""VALLEBELBO";0.202;2.810
901;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);03/10/2024 19:19;T;ROBIOLA ROCCHETTA;0.310;6.170
902;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);03/10/2024 19:21;T;PROSCIUTTO CRUDO SAN DANIELE DOP;0.096;2.490
904;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);03/10/2024 19:28;T;BRESAOLA PUNTA D'ANCA  IGP;0.150;5.240
905;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);03/10/2024 19:32;T;PANCETTA AFFUMICATA-BACON;0.194;3.080
945;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);04/10/2024 08:49;T;"""PROSC.COTTO A.QUALITA' """"BONTA' DELLA TRADIZIONE"""" LENTI""";0.200;2.780
945;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);04/10/2024 08:49;T;"""MORTADELLA  SENZA PISTACCHIO FIOR D'EMILIA """" FELSINEO """"""";0.214;2.120
947;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);04/10/2024 09:09;T;"""PROSC.COTTO A.QUALITA' """"BONTA' DELLA TRADIZIONE"""" LENTI""";0.094;1.310
947;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);04/10/2024 09:09;T;"""MORTADELLA BOLOGNA IGP CON PISTACCHIO """"PALMIERI """"""";0.058;0.690
948;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);04/10/2024 09:15;T;CARPACCIO NAZIOANALE DI BRESAOLA;0.104;3.010
948;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);04/10/2024 09:15;T;PROSCIUTTO CRUDO SAN DANIELE DOP;0.154;3.990
949;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);04/10/2024 09:15;T;"""CERTOSA """"GALBANI""""""";0.206;2.250
950;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);04/10/2024 09:20;T;PROSC.COTTO A.QUALITA' GRAN BISCOTTO ROVAGNATI;0.346;10.690
955;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);04/10/2024 09:32;T;SPECK ALTO ADIGE GRAN RESA SENFTER;0.102;1.930
963;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);04/10/2024 10:08;T;"""MORTADELLA BOLOGNA IGP CON PISTACCHIO """"PALMIERI """"""";0.114;1.360
964;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);04/10/2024 10:09;T;"""PRIMO SALE CON RUCOLA """" LONGO """"""";0.160;1.900
965;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);04/10/2024 10:14;T;"""RICOTTA IN FUSCELLE """"CASEIF.PUGLIESE""""""";0.514;5.090
968;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);04/10/2024 10:30;T;"""PROSC.COTTO A.QUALITA' """"BONTA' DELLA TRADIZIONE"""" LENTI""";0.154;2.140
975;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);04/10/2024 10:44;T;"""RICOTTA IN FUSCELLE """"CASEIF.PUGLIESE""""""";0.300;2.970
977;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);04/10/2024 10:46;T;"""PROSC.COTTO A.QUALITA' """"BONTA' DELLA TRADIZIONE"""" LENTI""";0.144;2.000
978;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);04/10/2024 10:47;T;"""PROSC.COTTO A.QUALITA' """"BONTA' DELLA TRADIZIONE"""" LENTI""";0.156;2.170
980;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);04/10/2024 10:48;T;STRACCHINO NONNO NANNI;0.274;4.900
981;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);04/10/2024 10:52;T;GIRELLO BOVINO COTTO PER VITELLO TONNATO;0.596;17.220
982;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);04/10/2024 10:53;T;"""MORTADELLA  SENZA PISTACCHIO FIOR D'EMILIA """" FELSINEO """"""";0.112;1.110
983;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);04/10/2024 10:55;T;ROAST BEEF A FETTE;0.098;2.830
987;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);04/10/2024 10:59;T;"""PROSC.COTTO A.QUALITA' """"BONTA' DELLA TRADIZIONE"""" LENTI""";0.138;1.920
988;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);04/10/2024 11:02;T;"""STRACCIATELLA """"SABELLI""""""";0.504;9.020
994;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);04/10/2024 11:05;T;"""INSALATA CAPRICCIOSA """"GIALLO UOVO"""" VALLEBELBO""";0.224;2.440
995;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);04/10/2024 11:12;T;PROSCIUTTO CRUDO SAN DANIELE DOP;0.108;2.800
1013;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);04/10/2024 11:40;T;"""RICOTTA IN FUSCELLE """"CASEIF.PUGLIESE""""""";0.254;2.510
1022;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);04/10/2024 11:47;T;SPECK ALTO ADIGE GRAN RESA SENFTER;0.038;0.720
1023;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);04/10/2024 11:58;T;TOMINI LONGO SOTT'OLIO AL PEPERONCINO;0.098;1.660
