NEGOZIO;TICKET;DATA;REPARTO;FORMATO;PLU;DESCRIZIONE;IVA;PESO;IMPORTO;PREZZO AL KG
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3230;12/10/2024 13:54;1;T;865;PANE COMUNE;0.000;0.460;1.280;2.790
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3232;12/10/2024 13:56;1;T;865;PANE COMUNE;0.000;0.234;0.650;2.790
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3233;12/10/2024 13:59;1;T;406;BAGUETTE;0.000;1.000;0.750;#VALORE!
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3234;12/10/2024 13:59;1;T;406;BAGUETTE;0.000;1.000;0.750;#VALORE!
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3235;12/10/2024 14:00;1;T;406;BAGUETTE;0.000;1.000;0.750;#VALORE!
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3237;12/10/2024 14:00;1;T;406;BAGUETTE;0.000;1.000;0.750;#VALORE!
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3238;12/10/2024 14:00;1;T;406;BAGUETTE;0.000;1.000;0.750;#VALORE!
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3239;12/10/2024 14:00;1;T;406;BAGUETTE;0.000;1.000;0.750;#VALORE!
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3240;12/10/2024 14:01;1;T;406;BAGUETTE;0.000;1.000;0.750;#VALORE!
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3241;12/10/2024 14:01;1;T;406;BAGUETTE;0.000;1.000;0.750;#VALORE!
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3255;12/10/2024 14:55;1;T;406;BAGUETTE;0.000;1.000;0.750;#VALORE!
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3272;12/10/2024 15:10;1;T;865;PANE COMUNE;0.000;1.322;3.690;2.790
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3279;12/10/2024 15:22;1;T;865;PANE COMUNE;0.000;0.080;0.220;2.790
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3293;12/10/2024 15:32;1;T;865;PANE COMUNE;0.000;0.378;1.050;2.790
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3309;12/10/2024 16:03;2;T;870;PANE SPECIALE ARTIGIANALE;0.000;0.490;1.960;3.990
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3309;12/10/2024 16:03;2;T;865;PANE COMUNE;0.000;0.076;0.210;2.790
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3315;12/10/2024 16:52;2;T;865;PANE COMUNE;0.000;0.576;1.610;2.790
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3325;12/10/2024 17:15;6;T;865;PANE COMUNE;0.000;0.350;0.980;2.790
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3331;12/10/2024 17:30;2;T;865;PANE COMUNE;0.000;0.494;1.380;2.790
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3334;12/10/2024 17:38;2;T;865;PANE COMUNE;0.000;0.446;1.240;2.790
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3337;12/10/2024 17:42;2;T;865;PANE COMUNE;0.000;0.098;0.270;2.790
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3344;12/10/2024 17:53;2;T;870;PANE SPECIALE ARTIGIANALE;0.000;0.176;0.700;3.990
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3360;12/10/2024 18:26;100;E;43;PECORINO ROMANO DOP;0.000;0.252;5.770;22.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3361;12/10/2024 18:26;100;E;43;PECORINO ROMANO DOP;0.000;0.208;4.760;22.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3362;12/10/2024 18:26;100;E;43;PECORINO ROMANO DOP;0.000;0.256;5.860;22.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3363;12/10/2024 18:26;100;E;43;PECORINO ROMANO DOP;0.000;0.268;6.140;22.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3364;12/10/2024 18:26;100;E;43;PECORINO ROMANO DOP;0.000;0.216;4.950;22.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3365;12/10/2024 18:26;100;E;43;PECORINO ROMANO DOP;0.000;0.250;5.730;22.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3366;12/10/2024 18:26;100;E;43;PECORINO ROMANO DOP;0.000;0.212;4.850;22.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3367;12/10/2024 18:26;100;E;43;PECORINO ROMANO DOP;0.000;0.180;4.120;22.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3389;13/10/2024 08:38;100;E;865;PANE COMUNE;0.000;0.220;0.610;2.790
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3390;13/10/2024 08:38;100;E;865;PANE COMUNE;0.000;0.224;0.620;2.790
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3391;13/10/2024 08:39;100;E;865;PANE COMUNE;0.000;0.238;0.660;2.790
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3392;13/10/2024 08:39;100;E;865;PANE COMUNE;0.000;0.248;0.690;2.790
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3393;13/10/2024 08:39;100;E;865;PANE COMUNE;0.000;0.240;0.670;2.790
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3394;13/10/2024 08:39;100;E;865;PANE COMUNE;0.000;0.234;0.650;2.790
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3395;13/10/2024 08:54;100;E;865;PANE COMUNE;0.000;0.490;1.370;2.790
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3397;13/10/2024 09:07;100;E;865;PANE COMUNE;0.000;0.398;1.110;2.790
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3399;13/10/2024 09:16;2;T;865;PANE COMUNE;0.000;0.210;0.590;2.790
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3400;13/10/2024 09:17;2;T;418;DEMI BAGUETTES (FRANCESINO);0.000;0.584;1.640;2.800
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3401;13/10/2024 09:18;2;T;865;PANE COMUNE;0.000;0.468;1.310;2.790
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3402;13/10/2024 09:23;100;E;406;BAGUETTE;0.000;1.000;0.750;#VALORE!
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3403;13/10/2024 09:23;100;E;406;BAGUETTE;0.000;1.000;0.750;#VALORE!
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3405;13/10/2024 09:25;2;T;865;PANE COMUNE;0.000;0.702;1.960;2.790
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3406;13/10/2024 09:26;100;E;434;PAGNOTTA GR.500;0.000;0.590;1.710;2.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3407;13/10/2024 09:27;100;E;434;PAGNOTTA GR.500;0.000;0.588;1.710;2.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3408;13/10/2024 09:27;100;E;400;CIABATTA DI SEMOLA al 100%(SFILATONE);0.000;0.244;0.900;3.700
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3409;13/10/2024 09:27;100;E;400;CIABATTA DI SEMOLA al 100%(SFILATONE);0.000;0.242;0.900;3.700
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3410;13/10/2024 09:27;100;E;420;PANINO  INTEGRALE;0.000;0.164;0.570;3.500
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3411;13/10/2024 09:27;100;E;420;PANINO  INTEGRALE;0.000;0.180;0.630;3.500
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3412;13/10/2024 09:27;100;E;420;PANINO  INTEGRALE;0.000;0.178;0.620;3.500
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3413;13/10/2024 09:28;100;E;418;DEMI BAGUETTES (FRANCESINO);0.000;0.122;0.340;2.800
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3416;13/10/2024 10:03;2;T;865;PANE COMUNE;0.000;0.110;0.310;2.790
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3425;13/10/2024 10:27;2;T;865;PANE COMUNE;0.000;0.440;1.230;2.790
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3441;13/10/2024 11:06;100;E;561;SALSICCIA NAPOLI PICCANTE CURVA;0.000;0.530;6.310;11.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3442;13/10/2024 11:06;100;E;561;SALSICCIA NAPOLI PICCANTE CURVA;0.000;0.528;6.280;11.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3446;13/10/2024 11:15;2;T;865;PANE COMUNE;0.000;0.432;1.210;2.790
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3449;13/10/2024 11:19;2;T;865;PANE COMUNE;0.000;0.124;0.350;2.790
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3452;13/10/2024 11:27;2;T;865;PANE COMUNE;0.000;0.538;1.500;2.790
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3457;13/10/2024 11:44;2;T;865;PANE COMUNE;0.000;0.440;1.230;2.790
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3462;13/10/2024 11:55;2;T;865;PANE COMUNE;0.000;0.584;1.630;2.790
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3463;13/10/2024 11:56;2;T;865;PANE COMUNE;0.000;0.348;0.970;2.790
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3467;13/10/2024 12:02;2;T;865;PANE COMUNE;0.000;0.340;0.950;2.790
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3468;13/10/2024 12:02;2;T;865;PANE COMUNE;0.000;0.100;0.280;2.790
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3470;13/10/2024 12:06;2;T;865;PANE COMUNE;0.000;0.338;0.940;2.790
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3471;13/10/2024 12:10;2;T;865;PANE COMUNE;0.000;0.110;0.310;2.790
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3476;13/10/2024 12:16;2;T;865;PANE COMUNE;0.000;0.438;1.220;2.790
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3479;13/10/2024 12:20;2;T;865;PANE COMUNE;0.000;0.422;1.180;2.790
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3480;13/10/2024 12:21;2;T;865;PANE COMUNE;0.000;0.486;1.360;2.790
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3482;14/10/2024 08:12;2;T;865;PANE COMUNE;0.000;0.394;1.100;2.790
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3483;14/10/2024 08:12;2;T;865;PANE COMUNE;0.000;0.256;0.710;2.790
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3484;14/10/2024 08:19;100;E;865;PANE COMUNE;0.000;0.332;0.930;2.790
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3485;14/10/2024 08:19;100;E;865;PANE COMUNE;0.000;0.226;0.630;2.790
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3486;14/10/2024 08:19;100;E;865;PANE COMUNE;0.000;0.224;0.620;2.790
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3487;14/10/2024 08:20;100;E;865;PANE COMUNE;0.000;0.214;0.600;2.790
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3488;14/10/2024 08:20;100;E;865;PANE COMUNE;0.000;0.196;0.550;2.790
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3489;14/10/2024 08:20;100;E;865;PANE COMUNE;0.000;0.224;0.620;2.790
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3490;14/10/2024 08:20;100;E;865;PANE COMUNE;0.000;0.228;0.640;2.790
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3491;14/10/2024 08:20;100;E;865;PANE COMUNE;0.000;0.134;0.370;2.790
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3492;14/10/2024 08:54;2;T;865;PANE COMUNE;0.000;0.480;1.340;2.790
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3494;14/10/2024 09:22;2;T;865;PANE COMUNE;0.000;0.114;0.320;2.790
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3497;14/10/2024 09:50;2;T;865;PANE COMUNE;0.000;0.198;0.550;2.790
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3498;14/10/2024 09:50;2;T;865;PANE COMUNE;0.000;0.214;0.600;2.790
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3499;14/10/2024 09:55;100;E;406;BAGUETTE;0.000;1.000;0.750;#VALORE!
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3500;14/10/2024 09:56;100;E;406;BAGUETTE;0.000;1.000;0.750;#VALORE!
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3501;14/10/2024 09:56;100;E;406;BAGUETTE;0.000;1.000;0.750;#VALORE!
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3502;14/10/2024 09:56;100;E;406;BAGUETTE;0.000;1.000;0.750;#VALORE!
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3503;14/10/2024 09:56;100;E;406;BAGUETTE;0.000;1.000;0.750;#VALORE!
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3504;14/10/2024 09:56;100;E;406;BAGUETTE;0.000;1.000;0.750;#VALORE!
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3505;14/10/2024 09:56;100;E;406;BAGUETTE;0.000;1.000;0.750;#VALORE!
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3506;14/10/2024 09:57;100;E;406;BAGUETTE;0.000;1.000;0.750;#VALORE!
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3507;14/10/2024 09:57;100;E;406;BAGUETTE;0.000;1.000;0.750;#VALORE!
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3508;14/10/2024 09:57;100;E;406;BAGUETTE;0.000;1.000;0.750;#VALORE!
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3509;14/10/2024 09:59;100;E;418;DEMI BAGUETTES (FRANCESINO);0.000;0.246;0.690;2.800
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3510;14/10/2024 10:00;100;E;418;DEMI BAGUETTES (FRANCESINO);0.000;0.240;0.670;2.800
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3511;14/10/2024 10:00;100;E;418;DEMI BAGUETTES (FRANCESINO);0.000;0.234;0.660;2.800
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3512;14/10/2024 10:00;100;E;425;PANINO AL LATTE;0.000;0.216;0.780;3.600
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3513;14/10/2024 10:00;100;E;425;PANINO AL LATTE;0.000;0.200;0.720;3.600
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3514;14/10/2024 10:00;100;E;425;PANINO AL LATTE;0.000;0.206;0.740;3.600
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3515;14/10/2024 10:01;100;E;404;"""CIABATTA FARINA ""0"" 100% Italia ";0.000;0.274;0.930;3.400
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3516;14/10/2024 10:01;100;E;404;"""CIABATTA FARINA ""0"" 100% Italia ";0.000;0.284;0.970;3.400
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3517;14/10/2024 10:01;100;E;404;"""CIABATTA FARINA ""0"" 100% Italia ";0.000;0.266;0.900;3.400
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3518;14/10/2024 10:02;100;E;400;CIABATTA DI SEMOLA al 100%(SFILATONE);0.000;0.256;0.950;3.700
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3519;14/10/2024 10:02;100;E;400;CIABATTA DI SEMOLA al 100%(SFILATONE);0.000;0.258;0.950;3.700
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3520;14/10/2024 10:02;100;E;400;CIABATTA DI SEMOLA al 100%(SFILATONE);0.000;0.260;0.960;3.700
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3521;14/10/2024 10:04;2;T;865;PANE COMUNE;0.000;0.560;1.560;2.790
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3522;14/10/2024 10:12;2;T;865;PANE COMUNE;0.000;0.242;0.680;2.790
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3523;14/10/2024 10:12;2;T;426;CROISSANT HARMONIE RIPIENO ALL'ALBICOCCA;0.000;1.000;0.850;#VALORE!
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3525;14/10/2024 10:16;2;T;83;EMMENTALER SVIZZERO DOP;0.000;0.156;2.640;16.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3532;14/10/2024 10:33;100;E;83;EMMENTALER SVIZZERO DOP;0.000;0.140;2.370;16.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3533;14/10/2024 10:33;100;E;83;EMMENTALER SVIZZERO DOP;0.000;0.142;2.400;16.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3534;14/10/2024 10:38;2;T;870;PANE SPECIALE ARTIGIANALE;0.000;0.350;1.400;3.990
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3537;14/10/2024 10:46;100;E;402;PANE ALLE NOCI;0.000;0.210;1.580;7.500
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3538;14/10/2024 10:46;100;E;402;PANE ALLE NOCI;0.000;0.186;1.400;7.500
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3539;14/10/2024 10:47;100;E;421;PIZZA LINGUA DOPPIA MOZZARELLA;0.000;0.180;2.320;12.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3540;14/10/2024 10:47;100;E;421;PIZZA LINGUA DOPPIA MOZZARELLA;0.000;0.200;2.580;12.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3541;14/10/2024 10:47;100;E;421;PIZZA LINGUA DOPPIA MOZZARELLA;0.000;0.166;2.140;12.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3542;14/10/2024 10:47;100;E;421;PIZZA LINGUA DOPPIA MOZZARELLA;0.000;0.172;2.220;12.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3543;14/10/2024 10:48;100;E;434;PAGNOTTA GR.500;0.000;0.526;1.530;2.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3544;14/10/2024 10:48;100;E;434;PAGNOTTA GR.500;0.000;0.542;1.570;2.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3545;14/10/2024 10:49;100;E;420;PANINO  INTEGRALE;0.000;0.164;0.570;3.500
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3546;14/10/2024 10:49;100;E;420;PANINO  INTEGRALE;0.000;0.164;0.570;3.500
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3547;14/10/2024 10:49;100;E;420;PANINO  INTEGRALE;0.000;0.176;0.620;3.500
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3548;14/10/2024 10:50;100;E;401;PANE ALLE OLIVE (Puo' contenere Noccioli);0.000;0.242;1.570;6.500
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3549;14/10/2024 10:50;100;E;401;PANE ALLE OLIVE (Puo' contenere Noccioli);0.000;0.220;1.430;6.500
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3550;14/10/2024 10:54;100;E;429;CROISSANT HARMONIE RIPIENO AL CIOCCOLATO;0.000;1.000;0.850;#VALORE!
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3551;14/10/2024 10:54;100;E;429;CROISSANT HARMONIE RIPIENO AL CIOCCOLATO;0.000;1.000;0.850;#VALORE!
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3552;14/10/2024 10:54;100;E;429;CROISSANT HARMONIE RIPIENO AL CIOCCOLATO;0.000;1.000;0.850;#VALORE!
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3553;14/10/2024 10:55;100;E;426;CROISSANT HARMONIE RIPIENO ALL'ALBICOCCA;0.000;1.000;0.850;#VALORE!
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3554;14/10/2024 10:55;100;E;429;CROISSANT HARMONIE RIPIENO AL CIOCCOLATO;0.000;1.000;0.850;#VALORE!
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3555;14/10/2024 10:55;100;E;426;CROISSANT HARMONIE RIPIENO ALL'ALBICOCCA;0.000;1.000;0.850;#VALORE!
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3556;14/10/2024 10:55;100;E;426;CROISSANT HARMONIE RIPIENO ALL'ALBICOCCA;0.000;1.000;0.850;#VALORE!
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3557;14/10/2024 10:55;100;E;426;CROISSANT HARMONIE RIPIENO ALL'ALBICOCCA;0.000;1.000;0.850;#VALORE!
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3558;14/10/2024 10:56;100;E;432;CROISSANT FARCITO CON NUTELLA;0.000;1.000;1.200;1.200
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3559;14/10/2024 10:56;100;E;432;CROISSANT FARCITO CON NUTELLA;0.000;1.000;1.200;1.200
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3560;14/10/2024 10:56;100;E;428;CROISSANT HARMONIE RIPIENO ALLA CREMA;0.000;1.000;0.850;#VALORE!
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3561;14/10/2024 10:56;100;E;428;CROISSANT HARMONIE RIPIENO ALLA CREMA;0.000;1.000;0.850;#VALORE!
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3562;14/10/2024 10:57;2;T;428;CROISSANT HARMONIE RIPIENO ALLA CREMA;0.000;1.000;0.850;#VALORE!
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3563;14/10/2024 11:02;2;T;865;PANE COMUNE;0.000;0.230;0.640;2.790
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3564;14/10/2024 11:03;2;T;865;PANE COMUNE;0.000;0.424;1.180;2.790
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3567;14/10/2024 11:08;2;T;865;PANE COMUNE;0.000;1.116;3.110;2.790
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3568;14/10/2024 11:09;2;T;865;PANE COMUNE;0.000;0.322;0.900;2.790
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3569;14/10/2024 11:28;2;T;865;PANE COMUNE;0.000;0.470;1.310;2.790
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3570;14/10/2024 11:34;2;T;860;PANE A LIEVITAZIONE NATURALE;0.000;0.566;2.260;3.990
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3571;14/10/2024 11:34;2;T;860;PANE A LIEVITAZIONE NATURALE;0.000;0.590;2.350;3.990
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3577;14/10/2024 11:50;2;T;870;PANE SPECIALE ARTIGIANALE;0.000;0.214;0.850;3.990
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3581;14/10/2024 11:56;2;T;865;PANE COMUNE;0.000;0.538;1.500;2.790
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3582;14/10/2024 11:57;2;T;865;PANE COMUNE;0.000;0.276;0.770;2.790
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3595;14/10/2024 12:19;2;T;860;PANE A LIEVITAZIONE NATURALE;0.000;0.360;1.440;3.990
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3597;14/10/2024 12:21;2;T;865;PANE COMUNE;0.000;0.124;0.350;2.790
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3602;14/10/2024 12:28;2;T;865;PANE COMUNE;0.000;0.426;1.190;2.790
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3603;14/10/2024 12:30;2;T;865;PANE COMUNE;0.000;0.622;1.740;2.790
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3605;14/10/2024 12:38;2;T;865;PANE COMUNE;0.000;0.438;1.220;2.790
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3615;14/10/2024 12:53;2;T;870;PANE SPECIALE ARTIGIANALE;0.000;0.192;0.770;3.990
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3615;14/10/2024 12:53;2;T;865;PANE COMUNE;0.000;0.220;0.610;2.790
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3616;14/10/2024 12:53;2;T;865;PANE COMUNE;0.000;1.126;3.140;2.790
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3620;14/10/2024 13:06;2;T;860;PANE A LIEVITAZIONE NATURALE;0.000;0.362;1.440;3.990
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3622;14/10/2024 13:12;2;T;865;PANE COMUNE;0.000;0.162;0.450;2.790
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3628;14/10/2024 13:26;1;T;72;PROVOLONE PICCANTE AURICCHIO;0.000;0.192;4.010;20.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);3630;14/10/2024 13:33;1;T;865;PANE COMUNE;0.000;0.242;0.680;2.790
